43 0 0 100.000000 
43 1 0 100.000000 
43 2 0 100.000000 
43 3 0 100.000000 
43 4 0 100.000000 
43 5 0 100.000000 
43 6 0 100.000000 
43 7 0 100.000000 
43 8 0 100.000000 
43 9 0 100.000000 
43 10 0 100.000000 
43 11 0 100.000000 
43 12 0 100.000000 
43 13 0 100.000000 
43 14 0 100.000000 
43 15 0 100.000000 
43 16 0 100.000000 
43 17 0 100.000000 
43 18 0 100.000000 
43 19 0 100.000000 
43 20 0 100.000000 
43 21 0 100.000000 
43 22 0 100.000000 
43 23 0 100.000000 
43 24 0 100.000000 
43 25 0 100.000000 
43 26 0 100.000000 
43 27 0 100.000000 
43 28 0 100.000000 
43 29 0 100.000000 
43 30 0 100.000000 
43 31 0 100.000000 
43 32 0 100.000000 
43 33 0 100.000000 
43 34 0 100.000000 
43 35 0 100.000000 
43 36 0 100.000000 
43 37 0 100.000000 
43 38 0 100.000000 
43 39 0 100.000000 
43 40 0 100.000000 
43 41 0 100.000000 
43 42 0 100.000000 
43 43 0 100.000000 
43 44 0 100.000000 
43 45 0 100.000000 
43 46 0 100.000000 
43 47 0 100.000000 
43 48 0 100.000000 
43 49 0 100.000000 
43 50 0 100.000000 
43 51 0 100.000000 
43 52 0 100.000000 
43 53 0 100.000000 
43 54 0 100.000000 
43 55 0 100.000000 
43 56 0 100.000000 
43 57 0 100.000000 
43 58 0 100.000000 
43 59 0 100.000000 
43 60 0 100.000000 
43 61 0 100.000000 
43 62 0 100.000000 
43 63 0 100.000000 
43 64 0 100.000000 
43 65 0 100.000000 
43 66 0 100.000000 
43 67 0 100.000000 
43 68 0 100.000000 
43 69 0 100.000000 
43 70 0 100.000000 
43 71 0 100.000000 
43 72 0 100.000000 
43 73 0 100.000000 
43 74 0 100.000000 
43 75 0 100.000000 
43 76 0 100.000000 
43 77 0 100.000000 
43 78 0 100.000000 
43 79 0 100.000000 
43 80 0 100.000000 
43 81 0 100.000000 
43 82 0 100.000000 
43 83 0 100.000000 
43 84 0 100.000000 
43 85 0 100.000000 
43 86 0 100.000000 
43 87 0 100.000000 
43 88 0 100.000000 
43 89 0 100.000000 
43 90 0 100.000000 
43 91 0 100.000000 
43 92 0 100.000000 
43 93 0 100.000000 
43 94 0 100.000000 
43 95 0 100.000000 
43 96 0 100.000000 
43 97 0 100.000000 
43 98 0 100.000000 
43 99 0 100.000000 
43 100 0 100.000000 
